PCA1,PCA2
-0.9648887097695936,5.675457007107176
-1.6500979389586012,-1.360223072204154
-0.8949627172567068,2.228993792642779
-1.0366504926419182,5.280156602960304
-0.47121531190732696,5.389285714448317
-1.6514317738889155,-0.19718862115127025
-0.4015077276060189,4.722586011249483
-0.45748463598706657,4.65929161252248
-0.8864434226099379,4.54421560268281
-1.4349038363538131,-0.9038343870382414
-0.7266926944140717,4.472096108700566
-1.6532102204626677,1.3535239802525747
-1.0166786003942667,4.218347000159087
-0.16955292857788812,3.8510406137182525
-0.5764856243820915,3.736155108423072
-0.8202214694270584,1.5936393047206778
-0.5752373811166133,3.669792008247996
-0.5789821109130479,3.8688813087732243
-0.5777338676475697,3.802518208598148
-1.2394633091903813,-0.8960911919952979
-0.29354689003482576,3.193356510319149
-0.7310655348586695,3.3877509415646267
-0.7520165797022382,5.090364911675241
-1.0241374884244876,-1.0655738123384817
-0.7401138075158513,4.421147644976922
-0.7026399076271838,4.7764816107507775
-1.4328683633867263,1.1539889818934421
-1.1605249602075198,-1.1371625440570166
-0.709684755576615,4.7869820614502725
-1.6465243924918385,0.6340303290262329
-1.4315147958721288,-0.7927811672827006
-0.7660230076197629,3.207646304851526
-0.4323219854235093,3.4849138782914806
-0.616426121600035,1.0720512393983355
-0.4486891686860651,-1.1124174228305548
-1.2149835276731749,-0.4802912123620568
-1.2435753662479507,5.391108008306912
-0.7349230491999456,4.30857951354714
-0.37398131565296416,3.8292658187147093
-0.6494305904073605,3.9738858157681753
-0.6702084379605503,3.90733221104861
-1.021281981914929,-0.48930681216178745
-0.31224498745952384,0.5160836250739235
-1.1051065464003886,1.0927701313568912
-0.42318410807667173,-0.8666217651379987
-0.47125482046238554,1.1498983152600497
-0.6863871936184915,0.24104192060342214
-0.44948782832172357,3.6330547150930648
-0.9966416480340814,3.7232054086747697
-0.4457430985252889,3.4339654145678367
-0.5079612232337276,3.7024865167162138
-0.8601652539223615,3.7172585103231124
-0.8539240375949704,3.3854430094477324
-1.0671551876409278,3.261541904352821
-0.3552576666707909,2.8338193160885683
-0.6401599879190639,-0.7914335697076815
-0.5279726240364377,0.5249087203291646
-0.5552654888689618,2.607982405446779
-0.35276118013983443,2.701093115738416
-1.0224874293479893,-0.9712793874256151
-0.8986667565867142,2.7248807091450447
-1.3786067822070451,-0.5353702831434878
-0.42443235134214996,-0.8002586649629226
-0.8259553376819758,1.2973965092171
-1.0120685095271096,3.8881050403190285
-1.2958420333824492,-1.1200431158102433
-0.440219922155102,1.684163512638763
-0.8814248979905497,0.6060438141111391
-1.1334776964665798,-0.8154047973295906
-0.39450006452814795,1.2797463187066178
-0.884001956181169,-0.17393866033755948
-1.2492863792670676,4.238574007953524
-1.4299075326280486,-0.15015106693093042
-1.1053205255624785,3.8344485085514104
-0.4676812739956228,3.144151716490437
-0.7440409379313739,1.8919034726113624
-1.0123386071770242,3.10157620972199
-1.2127504774644295,0.6387251983059831
-1.50759430768158,1.0436929057633273
-0.526154668907627,3.213583518113586
-0.8241118309956897,0.3133519191301556
-0.5979164517799516,2.818283113966714
-0.673422964448711,2.6220720103450694
-0.5327794017719506,-0.3549544439799584
-0.789121511007241,2.694572513416292
-1.0753626871910014,2.2417341043495846
-0.9697366854014865,3.5847221900940602
-1.4295057168170284,0.010506458157012311
-1.0268729147193247,3.5102552614719413
-1.2353845200171354,1.3152372042720717
-0.6994154325339604,3.3122901784423786
-0.9679549081638826,3.0531453094978307
-0.7572202446488816,3.3097726149428937
-1.1272587010328126,3.5446348104740104
-0.8899552396280186,2.0974944919617076
-1.0217299242222186,-1.1207643826184415
-1.0540938934857693,3.483100831621067
-0.45121786810220016,0.6547567237757329
-0.5876942622139201,0.6607036221273902
-0.5119199755787445,0.8363953990011755
-0.7558575274972404,-0.5068455031737407
-0.6907271868357341,1.357812711040519
-0.28480918717647824,2.7288148090936164
-0.9046673918276944,2.661244803852043
-1.0780625219180167,-0.873916261064675
-0.8847627919707911,-1.0435893859523484
-1.2172971975603744,4.564150915947215
-0.810364501756171,4.679036421242396
-0.6657778330732985,-0.31548995594295265
-1.0166874940001844,0.10371898285758133
-0.31474147399048025,0.6488098254240756
-0.7717340206388801,2.0551123044981376
-0.5810363094840644,2.8068812014275175
-0.7425097337717359,-1.3016291642393316
-0.799843332318898,0.6544020929363599
-1.3709006037439186,-0.6847966489752334
-1.2977966832910464,4.633392213025875
